time_of_day,is_walking,is_gps_moving,movement_speed_kmh,playback_duration_minutes,is_repeated_playback,current_signal,is_weak_signal,sig_hist_t_1,sig_hist_t_2,sig_hist_t_3,sig_hist_t_4,sig_hist_t_5,disconnect_probability,label_will_disconnect
21,1,1,6.069994350739956,12.330935054830622,1,0,1,0,0,0,0,1,0.9135290226408552,1
2,0,0,0.0,14.064281437362853,0,0,1,0,0,0,0,0,0.6285415527675566,0
15,0,0,0.0,13.068148467187514,0,0,1,0,0,0,0,0,0.5624438855589935,0
8,1,1,4.76393805938754,17.619908240839532,1,0,1,0,0,0,0,0,0.9878015325327527,1
3,0,0,0.0,5.211774997518521,1,0,1,0,0,0,0,0,0.6262938534597036,0
0,0,0,0.0,2.328161524014603,0,0,1,0,0,0,0,0,0.5994619411465931,0
3,0,0,0.0,20.7973334374854,0,0,1,0,0,0,0,0,0.5805722521627693,0
0,0,0,0.0,3.2789290555006776,0,1,1,0,0,0,0,0,0.546555948895037,0
13,0,0,0.0,1.818266370585575,0,1,1,1,0,0,0,0,0.5329032005693829,0
20,0,0,0.0,6.67971647327393,0,1,1,1,1,0,0,0,0.5270467879527491,0
15,0,0,0.0,26.8243529432982,0,1,1,1,1,1,0,0,0.46119749500008034,0
19,0,0,0.0,1.2851381670027893,1,1,1,1,1,1,1,0,0.44206808160485217,0
23,0,0,0.0,3.2641587730469297,0,1,1,1,1,1,1,1,0.5134214220911717,0
7,0,0,0.0,9.672767884350474,0,1,1,1,1,1,1,1,0.5339044237180458,0
6,0,0,0.0,5.087724953783901,0,1,1,1,1,1,1,1,0.5999927626349371,0
2,0,0,0.0,19.183732736880735,0,1,1,1,1,1,1,1,0.548473726030119,0
16,0,0,0.0,16.85444874412475,1,1,1,1,1,1,1,1,0.5723775839501827,0
0,0,0,0.0,27.726505773270567,0,1,1,1,1,1,1,1,0.4428735115927951,0
15,0,0,0.0,3.419386447863362,0,1,1,1,1,1,1,1,0.5180866205074877,0
11,1,1,4.7538244671340175,15.701064204899334,0,0,1,1,1,1,1,1,0.9083113794496696,1
18,0,0,0.0,22.357133648513674,0,0,1,0,1,1,1,1,0.6523792426890928,1
21,1,1,5.094679767143657,0.97075201989014,0,1,1,0,0,1,1,1,0.8171576708910813,1
22,1,1,3.820811952871181,0.5627703589173891,0,0,1,1,0,0,1,1,1.0,1
21,0,0,0.0,12.289445636622524,1,0,1,0,1,0,0,1,0.6202443235202315,0
13,0,0,0.0,13.295692305811308,0,0,1,0,0,1,0,0,0.682513093255683,1
5,1,1,5.4899610547022,7.483672190968631,1,0,1,0,0,0,1,0,0.9014366934847867,1
5,0,0,0.0,0.5511005884613076,0,0,1,0,0,0,0,1,0.6526709665246266,1
12,0,1,25.0,7.710506975837746,0,0,1,0,0,0,0,0,0.8552042434734926,1
18,1,1,4.39840883994739,15.41204467190981,0,0,1,0,0,0,0,0,0.9846735531235105,1
21,1,1,4.765176953283781,18.153908920004415,1,0,1,0,0,0,0,0,0.9466756268232831,1
7,0,0,0.0,10.182495989265155,0,0,1,0,0,0,0,0,0.7102636730091383,1
1,0,0,0.0,11.167395905762703,0,0,1,0,0,0,0,0,0.7441049028934263,1
20,0,0,0.0,16.751992585103757,0,0,1,0,0,0,0,0,0.5992533794456996,0
0,0,0,0.0,8.948541120321602,0,1,1,0,0,0,0,0,0.5372540032803982,0
14,1,1,7.161971289666008,4.587995103022613,0,1,1,1,0,0,0,0,0.8473162042822004,1
0,0,0,0.0,3.7841426285670208,0,0,1,1,1,0,0,0,0.6337542823112252,0
4,0,0,0.0,20.96050621144277,0,0,1,0,1,1,0,0,0.5513782186609055,0
15,0,0,0.0,10.028242098238506,0,0,1,0,0,1,1,0,0.5453343741937957,0
18,0,0,0.0,14.675923090667778,0,0,1,0,0,0,1,1,0.6655633402085591,1
3,0,0,0.0,9.554502786674014,1,0,1,0,0,0,0,1,0.5773756475354062,0
2,0,0,0.0,25.625405986514178,1,1,1,0,0,0,0,0,0.5150192438263989,0
16,1,1,5.1715049425061155,10.30292506922853,0,0,1,1,0,0,0,0,0.9214969097708066,1
16,1,1,5.114940181710061,66.41116522008316,0,0,1,0,1,0,0,0,0.9165548276363124,1
11,0,0,0.0,4.168047845645702,0,0,1,0,0,1,0,0,0.59047114258393,0
13,0,0,0.0,2.2366680169869833,0,1,1,0,0,0,1,0,0.497088256063549,0
20,0,0,0.0,7.016408655468478,0,1,1,1,0,0,0,1,0.5055859144983788,0
5,0,0,0.0,37.63613567293316,0,1,1,1,1,0,0,0,0.5660084985726034,0
2,0,0,0.0,28.689860851439267,0,1,1,1,1,1,0,0,0.5448423026793204,0
8,0,0,0.0,4.262383604279696,0,1,1,1,1,1,1,0,0.42559515665125475,0
4,0,0,0.0,13.733024070723818,0,1,1,1,1,1,1,1,0.559378874976174,0
23,0,0,0.0,13.335231804536818,0,1,1,1,1,1,1,1,0.4924894719878844,0
16,0,0,0.0,5.20929224384949,0,1,1,1,1,1,1,1,0.55280109270327,0
13,0,0,0.0,4.025677450517277,1,0,1,1,1,1,1,1,0.5617674988137911,0
20,0,0,0.0,7.415661755329782,0,0,1,0,1,1,1,1,0.7230840021658964,1
2,0,0,0.0,23.311382163711578,0,0,1,0,0,1,1,1,0.5989559458760383,0
0,0,0,0.0,3.1926091693368766,0,0,1,0,0,0,1,1,0.5961380296308367,0
19,0,0,0.0,8.851372628053772,0,1,1,0,0,0,0,1,0.5459311744154907,0
20,0,0,0.0,9.857973797976687,0,1,1,1,0,0,0,0,0.6001197120061785,0
22,1,1,5.355651480845073,41.98392240003563,0,0,1,1,1,0,0,0,0.9730412438996084,1
0,0,0,0.0,5.425796025853513,0,0,1,0,1,1,0,0,0.5934838150630204,0
2,0,0,0.0,0.5,1,0,1,0,0,1,1,0,0.5505723385637225,0
17,1,1,5.100313791577708,17.74938405237243,0,0,1,0,0,0,1,1,0.9249894481915358,1
9,0,0,0.0,21.14599380320412,1,0,1,0,0,0,0,1,0.6090114777684112,0
21,0,0,0.0,18.21198312249785,0,0,1,0,0,0,0,0,0.7034147137716917,1
2,1,1,6.2967556413340775,18.096586706901636,0,0,1,0,0,0,0,0,0.9408679183984888,1
7,1,1,4.0123701819857285,9.90228563316721,0,1,1,0,0,0,0,0,0.9673978828514226,1
13,1,1,5.280441598133552,0.5,0,2,0,1,0,0,0,0,0.6068715555887751,0
23,0,0,0.0,19.635443566630546,0,1,1,2,1,0,0,0,0.5256369024914945,0
17,0,1,25.0,41.35550042166146,0,1,1,1,2,1,0,0,0.7956595028388266,1
14,0,0,0.0,2.568701044202014,1,2,0,1,1,2,1,0,0.40982660400079574,0
21,0,0,0.0,1.0549570775479586,1,2,0,2,1,1,2,1,0.2634464928791474,0
22,0,0,0.0,4.622461844387477,0,1,1,2,2,1,1,2,0.45578950420718006,0
1,0,0,0.0,28.436199207197536,0,1,1,1,2,2,1,1,0.47275463624912145,0
9,1,1,4.165651934216464,1.6832121880594706,0,0,1,1,1,2,2,1,0.9620231059631099,1
1,0,0,0.0,18.837857293651894,0,0,1,0,1,1,2,2,0.6527716036605049,1
16,0,0,0.0,0.9752384729642056,0,0,1,0,0,1,1,2,0.6015898884605754,0
7,1,1,4.171128980049297,0.500079334525653,0,1,1,0,0,0,1,1,0.8596603532032937,1
0,0,0,0.0,33.287711160462194,0,1,1,1,0,0,0,1,0.5409462240004899,0
8,0,0,0.0,22.081721054078194,0,2,0,1,1,0,0,0,0.4442901750093623,0
10,1,1,4.072562018366139,13.691393942080733,1,3,0,2,1,1,0,0,0.5336597010582451,0
21,1,1,4.828404159640422,2.8310458868576354,0,4,0,3,2,1,1,0,0.34371859563004237,0
15,0,0,0.0,4.90359317030292,1,4,0,4,3,2,1,1,0.13122071904049132,0
6,0,0,0.0,0.7473812283989779,0,4,0,4,4,3,2,1,0.11456278201916084,0
9,0,0,0.0,15.549901994713679,0,4,0,4,4,4,3,2,0.1039442081407362,0
22,0,0,0.0,17.379534662990018,0,3,0,4,4,4,4,3,0.12241872052264957,0
2,0,0,0.0,5.935887478525445,0,3,0,3,4,4,4,4,0.15612406501086248,0
17,1,1,3.77940378880057,6.196781976667243,0,4,0,3,3,4,4,4,0.21233815060770403,0
23,0,0,0.0,14.872394491326736,0,4,0,4,3,3,4,4,0.08359543727076048,0
12,1,1,4.8298863241197925,43.68873507838143,0,3,0,4,4,3,3,4,0.314465135125057,0
6,1,1,1.8867314608299819,7.530699736127151,0,2,0,3,4,4,3,3,0.4810516974063554,0
3,0,0,0.0,10.206141334379641,1,3,0,2,3,4,4,3,0.1343266970436946,0
12,0,0,0.0,17.97363734970494,0,2,0,3,2,3,4,4,0.2711629205394656,0
19,0,0,0.0,6.285573614179226,1,3,0,2,3,2,3,4,0.15104936275158348,0
0,0,0,0.0,30.47215528884904,1,3,0,3,2,3,2,3,0.21067773628623013,0
7,0,0,0.0,28.079734105813984,0,4,0,3,3,2,3,2,0.15419187750882757,0
13,0,0,0.0,16.825894790533564,0,4,0,4,3,3,2,3,0.08554210691985747,0
15,0,0,0.0,11.547948396482619,0,4,0,4,4,3,3,2,0.0470869904318347,0
13,1,1,4.5711556088804715,61.58495945141294,0,3,0,4,4,4,3,3,0.24514502412214162,0
11,0,0,0.0,18.179092812559475,0,2,0,3,4,4,4,3,0.16320661281518045,0
18,1,1,5.731909515564442,15.459816680490084,0,2,0,2,3,4,4,4,0.4246582934194886,0
22,0,0,0.0,31.411377869780882,0,2,0,2,2,3,4,4,0.31895565035917023,0
14,1,1,4.931193379397978,12.144900600676015,0,3,0,2,2,2,3,4,0.3121684559112149,0
1,0,0,0.0,4.174365733624805,0,2,0,3,2,2,2,3,0.3171143051519548,0
1,0,0,0.0,2.2235380561032234,0,2,0,2,3,2,2,2,0.2768260976017482,0
22,0,0,0.0,9.55241429406562,0,2,0,2,2,3,2,2,0.3292774604823041,0
21,1,1,3.8158182729653554,10.874341107283513,0,3,0,2,2,2,3,2,0.4244670152647968,0
18,0,0,0.0,26.37727032895444,0,4,0,3,2,2,2,3,0.052968519891638255,0
21,0,0,0.0,2.2531805832198306,0,4,0,4,3,2,2,2,0.07788082829232382,0
21,0,0,0.0,17.14929213027102,0,4,0,4,4,3,2,2,0.07541098842532731,0
16,0,0,0.0,5.43882019352621,0,4,0,4,4,4,3,2,0.13466438260223057,0
19,0,0,0.0,41.9606603179675,0,4,0,4,4,4,4,3,0.07943529850786285,0
9,0,0,0.0,9.5351038326947,1,4,0,4,4,4,4,4,0.06981459370157976,0
5,0,0,0.0,14.608726946160777,0,4,0,4,4,4,4,4,0.06906116302516198,0
14,1,1,6.679091842852946,15.751969297392542,0,4,0,4,4,4,4,4,0.2558060181913645,0
21,0,0,0.0,1.4312365215824707,0,4,0,4,4,4,4,4,0.0,0
10,1,1,5.1245745016663715,28.67792796295699,0,4,0,4,4,4,4,4,0.08974949035545787,0
4,0,0,0.0,2.6911425726601106,1,4,0,4,4,4,4,4,0.0,0
0,0,1,25.0,7.598000902632181,0,4,0,4,4,4,4,4,0.14282516152236735,0
7,0,0,0.0,16.746925586066144,1,3,0,4,4,4,4,4,0.16919870995139885,0
20,0,0,0.0,0.8520461722957239,0,3,0,3,4,4,4,4,0.16088702297956767,0
11,0,1,25.0,13.027653629709015,0,4,0,3,3,4,4,4,0.14279557717850894,0
11,1,1,5.41896482846762,7.912359054379693,0,3,0,4,3,3,4,4,0.35500848489560793,0
4,0,0,0.0,0.9897351444384677,1,4,0,3,4,3,3,4,0.0,0
6,0,0,0.0,19.440834621977462,0,3,0,4,3,4,3,3,0.19668254022445789,0
3,0,0,0.0,10.437262919921059,0,4,0,3,4,3,4,3,0.04841459618535494,0
5,0,0,0.0,5.424023915928295,0,4,0,4,3,4,3,4,0.17189654861845652,0
12,0,0,0.0,1.3214525206618999,0,4,0,4,4,3,4,3,0.019347058027102418,0
19,1,1,3.633713790945694,11.893657694660634,0,3,0,4,4,4,3,4,0.2450820324072756,0
14,1,1,5.8216785342999,5.478443100158323,0,2,0,3,4,4,4,3,0.5089337234459443,0
2,0,0,0.0,43.97284718067603,1,2,0,2,3,4,4,4,0.2081853410515649,0
22,1,1,4.1207468440692585,13.429544631460624,1,1,1,2,2,3,4,4,0.7160521426731986,1
7,0,0,0.0,5.033457016009737,1,1,1,1,2,2,3,4,0.42346226377611595,0
19,1,1,5.232036028333282,11.281298681290915,0,1,1,1,1,2,2,3,0.819285633339877,1
15,0,0,0.0,11.631486153914071,1,2,0,1,1,1,2,2,0.34075294061406874,0
12,1,1,5.3833109095210805,19.461159274222048,0,2,0,2,1,1,1,2,0.5421354110719613,0
17,1,1,5.201001267718986,34.872816847281356,0,2,0,2,2,1,1,1,0.5845861383989367,0
9,1,1,2.8585583375704626,49.28871063539554,0,1,1,2,2,2,1,1,0.7028132468274959,1
18,0,0,0.0,18.98191415282386,0,0,1,1,2,2,2,1,0.5970273422416589,0
16,0,0,0.0,11.842004997733962,0,0,1,0,1,2,2,2,0.6115941743251334,0
23,1,1,4.641128351196755,3.822069346658129,0,1,1,0,0,1,2,2,0.8459058779286595,1
18,0,0,0.0,7.738311614073227,0,1,1,1,0,0,1,2,0.5197154206333777,0
22,0,0,0.0,10.064592604991654,0,0,1,1,1,0,0,1,0.5804681478398076,0
4,0,0,0.0,2.0608736995031522,0,0,1,0,1,1,0,0,0.5917017517773416,0
20,1,1,4.255219053275385,4.443857132198191,0,0,1,0,0,1,1,0,0.9544577313168404,1
22,0,0,0.0,62.45793391415777,0,1,1,0,0,0,1,1,0.5229176331235642,0
8,0,0,0.0,21.201287129297455,0,1,1,1,0,0,0,1,0.4981506088665308,0
11,0,0,0.0,9.866894653492364,0,0,1,1,1,0,0,0,0.6699048391971911,1
20,0,0,0.0,3.8433821938445707,0,0,1,0,1,1,0,0,0.6637359272821832,1
0,0,0,0.0,12.780303140074508,1,0,1,0,0,1,1,0,0.6769279212613935,1
0,0,0,0.0,3.957045291312744,0,1,1,0,0,0,1,1,0.6423655774217134,0
14,1,1,3.701973359955522,3.218495966489619,0,1,1,1,0,0,0,1,0.934636235791315,1
1,0,0,0.0,1.4767067234477684,0,1,1,1,1,0,0,0,0.5048373216835699,0
21,1,1,1.9705003720255263,6.366348595162326,0,1,1,1,1,1,0,0,0.8191999720285782,1
15,0,0,0.0,11.704228271206906,0,1,1,1,1,1,1,0,0.46602386756958736,0
7,0,0,0.0,2.6032987875599396,0,1,1,1,1,1,1,1,0.563448513609899,0
12,0,0,0.0,3.3553207127525293,0,0,1,1,1,1,1,1,0.5820961738861798,0
20,0,0,0.0,7.4424848303347115,1,0,1,0,1,1,1,1,0.5974011595365101,0
0,0,0,0.0,10.08639929602383,0,0,1,0,0,1,1,1,0.6193525368964867,0
15,0,0,0.0,21.55012713215492,0,0,1,0,0,0,1,1,0.625401266072973,0
6,0,0,0.0,12.542387673758512,1,0,1,0,0,0,0,1,0.5770843712334711,0
4,0,0,0.0,14.423286564215932,0,1,1,0,0,0,0,0,0.6248593792393408,0
21,1,1,6.454701049207799,17.8713014206314,0,2,0,1,0,0,0,0,0.7142544886339077,1
22,0,0,0.0,8.994386297795351,0,2,0,2,1,0,0,0,0.38930925085331103,0
2,0,0,0.0,6.304113386346051,0,2,0,2,2,1,0,0,0.4704413685562375,0
11,0,0,0.0,24.173157490734994,0,2,0,2,2,2,1,0,0.35656386870481493,0
15,1,1,5.002445494503549,26.43188143993128,0,1,1,2,2,2,2,1,0.8541784702053162,1
18,1,1,4.134565882870905,2.508221274152277,0,1,1,1,2,2,2,2,0.8381135992270039,1
4,0,0,0.0,45.98251472985458,0,0,1,1,1,2,2,2,0.5245654928691392,0
21,1,1,3.4452218262381775,39.872353080626056,1,1,1,0,1,1,2,2,0.821480833686733,1
13,0,0,0.0,30.70494202527624,0,1,1,1,0,1,1,2,0.5421953569738067,0
4,0,0,0.0,8.239817884415574,0,1,1,1,1,0,1,1,0.5942143852108889,0
14,0,0,0.0,27.69435096991042,0,0,1,1,1,1,0,1,0.7044449395124888,1
16,0,0,0.0,14.835282807658087,0,0,1,0,1,1,1,0,0.6912953453649364,1
13,0,0,0.0,3.4486472262122465,0,0,1,0,0,1,1,1,0.6182708961613794,0
19,1,1,3.0641210925065234,22.367026481813834,0,0,1,0,0,0,1,1,0.958492262347559,1
4,0,0,0.0,7.815538452370777,0,0,1,0,0,0,0,1,0.6415930854182263,0
11,0,0,0.0,5.18315485267281,0,1,1,0,0,0,0,0,0.5012510689691185,0
15,1,1,5.056438219360104,31.591984842795167,0,0,1,1,0,0,0,0,0.9829761407516557,1
15,1,1,4.317579869234872,29.73769267272769,0,0,1,0,1,0,0,0,0.9413700409050386,1
20,1,1,5.114795707011842,29.967729134360127,0,0,1,0,0,1,0,0,0.9439946181765142,1
6,1,1,2.7864186747510074,29.440732408947483,0,0,1,0,0,0,1,0,0.8968926052941715,1
3,0,0,0.0,12.11925185275026,0,0,1,0,0,0,0,1,0.6274042552472757,0
0,0,0,0.0,14.392684369072544,0,0,1,0,0,0,0,0,0.59481773577287,0
4,1,1,5.697054118681339,44.599456127214324,1,0,1,0,0,0,0,0,1.0,1
22,1,1,4.903114888817125,2.0775755308187094,0,0,1,0,0,0,0,0,0.9689756382109586,1
9,1,1,4.236488621041628,24.61868073734958,0,0,1,0,0,0,0,0,1.0,1
21,0,0,0.0,11.206694493870051,0,0,1,0,0,0,0,0,0.5739638774138327,0
4,0,0,0.0,57.53115812561069,0,0,1,0,0,0,0,0,0.6447049851774201,0
3,0,1,25.0,15.29245961169151,0,0,1,0,0,0,0,0,0.8353470985851177,1
1,0,0,0.0,2.660801706767019,0,0,1,0,0,0,0,0,0.7189264899741946,1
19,0,0,0.0,25.35085379347594,0,1,1,0,0,0,0,0,0.5472859831072436,0
9,0,0,0.0,16.751868323307164,0,2,0,1,0,0,0,0,0.4702504820218901,0
18,0,0,0.0,2.418874500285001,1,2,0,2,1,0,0,0,0.38943927265890355,0
0,0,0,0.0,0.5,0,2,0,2,2,1,0,0,0.4235428716132227,0
23,0,0,0.0,11.767339466291759,1,2,0,2,2,2,1,0,0.4683139289393018,0
4,0,0,0.0,4.145971861976559,0,2,0,2,2,2,2,1,0.37945860120296854,0
12,1,1,4.520857893815323,30.28835262106375,0,2,0,2,2,2,2,2,0.5080029141240672,0
3,0,0,0.0,4.333841458425135,0,2,0,2,2,2,2,2,0.3305885951442194,0
15,0,0,0.0,16.308683994608923,0,2,0,2,2,2,2,2,0.2656553876208406,0
23,0,0,0.0,6.349780501717794,0,1,1,2,2,2,2,2,0.45013047635697506,0
15,1,1,2.6814936803263434,6.46908515145441,1,0,1,1,2,2,2,2,0.8802470029773011,1
22,0,0,0.0,3.0099991171649356,1,0,1,0,1,2,2,2,0.6153381268185604,0
1,0,0,0.0,10.479082475667198,0,1,1,0,0,1,2,2,0.5320400666948334,0
16,0,1,25.0,12.986520252449653,0,1,1,1,0,0,1,2,0.7675316388728682,1
19,1,1,4.601246098823975,13.048755109733722,0,1,1,1,1,0,0,1,0.8826422411466046,1
23,0,1,25.0,29.132822546368875,0,0,1,1,1,1,0,0,0.9681316515267455,1
11,0,0,0.0,15.848268749184856,0,0,1,0,1,1,1,0,0.7036172855696957,1
17,0,0,0.0,20.219832145847096,0,0,1,0,0,1,1,1,0.5954678484298439,0
2,0,0,0.0,5.861193871212405,0,1,1,0,0,0,1,1,0.5336829386624874,0
0,0,0,0.0,8.188649954829067,1,1,1,1,0,0,0,1,0.5698215721430703,0
0,0,0,0.0,0.5,0,2,0,1,1,0,0,0,0.3719855885149718,0
18,0,0,0.0,1.2362095164892266,0,2,0,2,1,1,0,0,0.4146100672881587,0
10,1,1,5.17601163076717,7.294913377980716,1,2,0,2,2,1,1,0,0.5457120241043656,0
4,0,0,0.0,3.5307801818483986,0,2,0,2,2,2,1,1,0.4059462571720088,0
11,1,1,4.468231574396722,25.146443271917626,0,2,0,2,2,2,2,1,0.5116618487212264,0
2,0,0,0.0,16.927716157673537,0,2,0,2,2,2,2,2,0.34234934888977303,0
0,0,0,0.0,52.751891295982006,0,3,0,2,2,2,2,2,0.21321671433719103,0
0,0,0,0.0,32.710020903865846,0,4,0,3,2,2,2,2,0.014981830366608828,0
7,0,0,0.0,57.02133453853962,0,4,0,4,3,2,2,2,0.08779756499008658,0
9,0,1,25.0,6.818454804712376,0,4,0,4,4,3,2,2,0.28351580032795065,0
10,1,1,4.1909659742954055,9.935671039749103,0,4,0,4,4,4,3,2,0.1712538131442291,0
11,1,1,4.9421836214026875,6.993180285670216,0,3,0,4,4,4,4,3,0.34715360423483516,0
12,1,1,4.526489751278575,49.99147517946809,0,4,0,3,4,4,4,4,0.23741659809945592,0
11,0,0,0.0,7.730255023003297,0,4,0,4,3,4,4,4,0.027380237020149537,0
13,1,1,7.020127610020468,1.8624069793919733,0,4,0,4,4,3,4,4,0.2897477812621507,0
1,1,1,3.9649723837718094,4.325432426011266,1,4,0,4,4,4,3,4,0.21690939330053866,0
18,0,0,0.0,8.296087830582678,0,4,0,4,4,4,4,3,0.04990527964707004,0
17,0,1,25.0,13.857058047453618,0,4,0,4,4,4,4,4,0.2466301084921007,0
2,0,0,0.0,14.438416143623954,1,4,0,4,4,4,4,4,0.0,0
22,1,1,4.934455090381438,21.330913436313757,0,3,0,4,4,4,4,4,0.22997331547956723,0
16,0,0,0.0,15.656186711984613,1,2,0,3,4,4,4,4,0.33936898219184286,0
7,0,0,0.0,10.145354111678657,0,2,0,2,3,4,4,4,0.33709563450006746,0
9,0,0,0.0,0.5,0,2,0,2,2,3,4,4,0.35091593916644725,0
1,0,0,0.0,17.813048503480815,0,2,0,2,2,2,3,4,0.4633534760626472,0
18,1,1,3.023571138531967,1.3399798021209008,0,1,1,2,2,2,2,3,0.796789759375421,1
8,0,0,0.0,9.489571349040382,0,1,1,1,2,2,2,2,0.4720441476127063,0
6,1,1,3.699037049783951,34.007721821880274,0,2,0,1,1,2,2,2,0.47037356912187434,0
3,0,0,0.0,13.627773742616538,0,2,0,2,1,1,2,2,0.37634738206419766,0
20,1,1,7.026752060802769,3.327755024771811,0,2,0,2,2,1,1,2,0.5169900661572386,0
17,0,0,0.0,24.750633994610332,0,3,0,2,2,2,1,1,0.2621611285924989,0
12,0,0,0.0,5.358893653697278,0,3,0,3,2,2,2,1,0.11255904547745268,0
10,0,0,0.0,12.915353802408395,0,2,0,3,3,2,2,2,0.24715117332021008,0
23,0,0,0.0,15.15279498225346,1,2,0,2,3,3,2,2,0.31349970617398554,0
3,0,0,0.0,19.702434801325595,0,3,0,2,2,3,3,2,0.24278390412413492,0
20,1,1,5.517551738165623,1.0078516256990901,0,2,0,3,2,2,3,3,0.46070328826148366,0
3,0,0,0.0,28.889700113099856,0,1,1,2,3,2,2,3,0.42390997267200825,0
9,0,0,0.0,1.8130411266316808,0,0,1,1,2,3,2,2,0.5127389609647335,0
4,0,0,0.0,1.4895821025661924,0,0,1,0,1,2,3,2,0.5194494896508874,0
8,0,0,0.0,9.15650065624114,0,0,1,0,0,1,2,3,0.6260500681139302,0
23,1,1,5.29620439728518,6.982564923589452,0,0,1,0,0,0,1,2,0.8999783923221063,1
2,0,0,0.0,0.8424243639121871,0,0,1,0,0,0,0,1,0.5814399054077443,0
16,0,0,0.0,2.7228375135659295,0,0,1,0,0,0,0,0,0.76383875492979,1
2,0,0,0.0,8.676223766251205,0,0,1,0,0,0,0,0,0.666480353750114,1
15,0,0,0.0,26.497708628947166,0,1,1,0,0,0,0,0,0.5611572896960934,0
3,0,0,0.0,1.9397508062193558,1,2,0,1,0,0,0,0,0.41053824757194224,0
17,0,0,0.0,1.6561046510392836,0,1,1,2,1,0,0,0,0.5577204425304183,0
16,0,0,0.0,24.50821861615325,0,2,0,1,2,1,0,0,0.40976693375187284,0
6,0,0,0.0,10.168426787733784,0,2,0,2,1,2,1,0,0.33133462766317434,0
23,0,0,0.0,6.700149397000039,0,2,0,2,2,1,2,1,0.45456691587963627,0
22,1,1,4.425398317990124,9.28044047169318,1,1,1,2,2,2,1,2,0.7054560106040926,1
4,0,0,0.0,7.936032586496885,0,2,0,1,2,2,2,1,0.3975348218396387,0
11,1,1,2.793451433963007,22.841623172963523,0,2,0,2,1,2,2,2,0.446458325060289,0
16,1,1,5.1548291712392365,0.5,1,2,0,2,2,1,2,2,0.5634770443409214,0
22,0,0,0.0,8.515135417263037,0,1,1,2,2,2,1,2,0.5376760096886184,0
12,0,0,0.0,2.5948623843769028,0,0,1,1,2,2,2,1,0.4984218392105876,0
22,0,0,0.0,5.528737237759373,0,0,1,0,1,2,2,2,0.6519348074941751,1
2,0,0,0.0,1.784645134191635,0,0,1,0,0,1,2,2,0.5805938140487862,0
8,0,0,0.0,8.352731965211863,0,0,1,0,0,0,1,2,0.6248295151941052,0
16,1,1,1.8779176359798782,15.462698210726417,0,0,1,0,0,0,0,1,0.8338166787422714,1
16,0,1,25.0,16.252599839383087,0,0,1,0,0,0,0,0,0.9546407011329227,1
19,1,1,6.649589758044522,23.899315021584513,0,1,1,0,0,0,0,0,0.8366462019927245,1
15,0,0,0.0,25.31191626488668,0,0,1,1,0,0,0,0,0.6227970776699259,0
21,0,0,0.0,13.65960539160348,1,0,1,0,1,0,0,0,0.6871071695737643,1
12,0,0,0.0,6.534612672436464,0,0,1,0,0,1,0,0,0.6181629007343262,0
18,0,0,0.0,0.7901846235895368,0,0,1,0,0,0,1,0,0.5702422899446478,0
16,0,0,0.0,0.5479368863036227,0,0,1,0,0,0,0,1,0.7085438860019504,1
3,0,0,0.0,1.80310445551942,1,0,1,0,0,0,0,0,0.632350427957009,0
11,1,1,3.736948870443529,61.87029176566305,0,1,1,0,0,0,0,0,0.8516815319504535,1
8,1,1,5.951622244393238,23.125107237003323,0,1,1,1,0,0,0,0,0.9031892665657765,1
18,0,0,0.0,7.784687908150625,0,1,1,1,1,0,0,0,0.5684707156256905,0
11,0,0,0.0,9.416043487359348,1,0,1,1,1,1,0,0,0.7233957882562216,1
8,0,0,0.0,20.055784136922696,1,0,1,0,1,1,1,0,0.5935310741093859,0
6,0,0,0.0,10.835570401679847,0,0,1,0,0,1,1,1,0.5709323588854739,0
13,0,0,0.0,6.704065401004454,0,0,1,0,0,0,1,1,0.6450147688228651,0
19,0,0,0.0,6.451608539247712,0,0,1,0,0,0,0,1,0.6732379939813811,1
18,0,0,0.0,3.52903269462367,0,0,1,0,0,0,0,0,0.6506168455598454,1
14,0,0,0.0,32.522333796038566,0,0,1,0,0,0,0,0,0.6538054335233373,1
15,0,0,0.0,8.02047046023883,0,0,1,0,0,0,0,0,0.6625401815716654,1
20,1,1,4.872832405835356,20.936865896316093,0,1,1,0,0,0,0,0,0.8646001675348466,1
4,0,0,0.0,12.791364443412876,0,1,1,1,0,0,0,0,0.5062493127933617,0
2,1,1,4.114895968637399,21.042067730245225,0,1,1,1,1,0,0,0,0.808338822924034,1
11,1,1,3.1500611171847,5.805022990383895,0,0,1,1,1,1,0,0,0.8930581896414332,1
19,0,0,0.0,20.91542744900012,0,1,1,0,1,1,1,0,0.5382948817730348,0
20,0,0,0.0,23.40745162509327,0,1,1,1,0,1,1,1,0.4320832055398306,0
3,0,0,0.0,1.6519126102650332,0,1,1,1,1,0,1,1,0.553391366160413,0
20,1,1,3.5323105992053887,1.4388078622123963,0,1,1,1,1,1,0,1,0.8883927356547872,1
22,0,0,0.0,63.49967129233277,1,2,0,1,1,1,1,0,0.43567838838186623,0
15,1,1,4.135391728102245,1.8826661073347832,0,1,1,2,1,1,1,1,0.7293745896910168,1
6,0,0,0.0,17.32016391434958,0,1,1,1,2,1,1,1,0.43913700032746444,0
12,1,1,2.3798778037084243,20.66377983192239,0,0,1,1,1,2,1,1,0.8437732375615465,1
20,1,1,3.5616707959632508,0.9842595996734579,0,0,1,0,1,1,2,1,0.8486717222199772,1
